      14	2026-01-08 9:13:00	3	255	0	0
      2668	2026-01-08 9:13:04	3	255	1	0
      2668	2026-01-08 9:13:05	3	255	1	0
      4385	2026-01-08 9:13:18	3	255	1	0
      2103	2026-01-08 9:17:47	3	255	1	0
      2341	2026-01-08 9:17:49	3	255	1	0
        15	2026-01-08 9:24:51	3	255	0	0
      4211	2026-01-08 9:25:04	3	255	1	0
        14	2026-01-08 9:25:11	3	255	0	0
        15	2026-01-08 9:33:24	3	255	0	0
      2103	2026-01-08 9:33:27	3	255	1	0
      1490	2026-01-08 9:33:29	3	255	1	0
        14	2026-01-08 9:33:36	3	255	0	0
        15	2026-01-08 9:43:36	3	255	0	0
      7681	2026-01-08 9:43:40	3	255	1	0
        15	2026-01-08 9:48:42	3	255	0	0
      2442	2026-01-08 9:48:44	3	255	1	0
        15	2026-01-08 10:8:02	3	255	0	0
      2586	2026-01-08 10:8:04	3	255	1	0
        14	2026-01-08 10:10:15	3	255	0	0
      2266	2026-01-08 10:10:18	3	255	1	0
        14	2026-01-08 10:23:01	3	255	0	0
      2586	2026-01-08 10:23:05	3	255	1	0
        15	2026-01-08 10:29:03	3	255	0	0
      1174	2026-01-08 10:29:10	3	255	1	0
        14	2026-01-08 10:33:32	3	255	0	0
        15	2026-01-08 10:40:31	3	255	0	0
      2695	2026-01-08 10:40:34	3	255	1	0
        14	2026-01-08 10:40:42	3	255	0	0
        14	2026-01-08 10:42:39	3	255	0	0
      2442	2026-01-08 10:42:44	3	255	1	0
        14	2026-01-08 10:55:12	3	255	0	0
      2868	2026-01-08 10:55:18	3	255	1	0
      2868	2026-01-08 10:55:20	3	255	1	0
      2695	2026-01-08 10:59:26	3	255	1	0
        15	2026-01-08 11:27:45	3	255	0	0
      2586	2026-01-08 11:27:50	3	255	1	0
      2450	2026-01-08 11:31:20	3	255	1	0
      2341	2026-01-08 11:31:23	3	255	1	0
        14	2026-01-08 11:35:04	3	255	0	0
      2586	2026-01-08 11:35:06	3	255	1	0
        15	2026-01-08 11:35:16	3	255	0	0
        14	2026-01-08 11:43:18	3	255	0	0
      1174	2026-01-08 11:43:21	3	255	1	0
        15	2026-01-08 11:43:57	3	255	0	0
      2442	2026-01-08 11:44:05	3	255	1	0
        14	2026-01-08 11:58:06	3	255	0	0
        14	2026-01-08 11:58:27	3	255	0	0
        15	2026-01-08 13:9:43	3	255	0	0
      1174	2026-01-08 13:9:45	3	255	1	0
      2242	2026-01-08 13:13:59	3	255	1	0
      2242	2026-01-08 13:14:00	3	255	1	0
      2586	2026-01-08 13:16:20	3	255	1	0
      4385	2026-01-08 13:21:05	3	255	1	0
      2668	2026-01-08 13:21:10	3	255	1	0
        14	2026-01-08 13:30:51	3	255	0	0
      2182	2026-01-08 13:30:56	3	255	1	0
      2543	2026-01-08 13:31:01	3	255	1	0
        15	2026-01-08 13:31:06	3	255	0	0
        14	2026-01-08 13:38:58	3	255	0	0
      2586	2026-01-08 13:39:00	3	255	1	0
        15	2026-01-08 13:39:03	3	255	0	0
        15	2026-01-08 13:55:30	3	255	0	0
      2182	2026-01-08 13:55:40	3	255	1	0
      1083	2026-01-08 13:55:43	3	255	1	0
        14	2026-01-08 13:56:17	3	255	0	0
      1462	2026-01-08 13:56:20	3	255	1	0
        14	2026-01-08 13:56:43	3	255	0	0
        14	2026-01-08 14:2:32	3	255	0	0
      2442	2026-01-08 14:2:34	3	255	1	0
        15	2026-01-08 14:20:50	3	255	0	0
      2242	2026-01-08 14:21:06	3	255	1	0
      2242	2026-01-08 14:21:08	3	255	1	0
        14	2026-01-08 14:51:58	3	255	0	0
      1174	2026-01-08 14:52:00	3	255	1	0
      4385	2026-01-08 14:52:11	3	255	1	0
        15	2026-01-08 15:10:04	3	255	0	0
      1085	2026-01-08 15:10:07	3	255	1	0
      2242	2026-01-08 15:10:12	3	255	1	0
        14	2026-01-08 15:10:25	3	255	0	0
      2930	2026-01-08 15:17:09	3	255	1	0
      2182	2026-01-08 15:18:34	3	255	1	0
      1083	2026-01-08 15:19:22	3	255	1	0
      1490	2026-01-08 15:20:31	3	255	1	0
      2103	2026-01-08 15:20:37	3	255	1	0
        15	2026-01-08 15:22:53	3	255	0	0
      4105	2026-01-08 15:22:57	3	255	1	0
      1462	2026-01-08 15:23:00	3	255	1	0
        14	2026-01-08 15:23:07	3	255	0	0
        14	2026-01-08 15:26:46	3	255	0	0
      2003	2026-01-08 15:26:48	3	255	1	0
      4211	2026-01-08 15:28:14	3	255	1	0
      2668	2026-01-08 15:32:26	3	255	1	0
      2313	2026-01-08 15:32:41	3	255	1	0
      2585	2026-01-08 15:32:43	3	255	1	0
      1643	2026-01-08 15:32:50	3	255	1	0
      2101	2026-01-08 15:32:55	3	255	1	0
      4091	2026-01-08 15:32:59	3	255	1	0
      1647	2026-01-08 15:33:10	3	255	1	0
      2088	2026-01-08 15:33:13	3	255	1	0
      2088	2026-01-08 15:33:15	3	255	1	0
      2341	2026-01-08 15:33:59	3	255	1	0
      2450	2026-01-08 15:34:04	3	255	1	0
      2450	2026-01-08 15:34:10	3	255	1	0
      2242	2026-01-08 15:42:06	3	255	1	0
      4105	2026-01-08 15:42:11	3	255	1	0
        14	2026-01-08 15:51:43	3	255	0	0
        14	2026-01-08 15:59:01	3	255	0	0
      7681	2026-01-08 15:59:05	3	255	1	0
        15	2026-01-08 17:48:09	3	255	0	0
      1031	2026-01-08 18:2:26	3	255	1	0
        14	2026-01-09 0:41:39	3	255	0	0
      1031	2026-01-09 1:34:43	3	255	1	0
      2660	2026-01-09 4:33:13	3	255	1	0
        15	2026-01-09 5:29:03	3	255	0	0
        15	2026-01-09 5:54:39	3	255	0	0
        15	2026-01-09 7:12:58	3	255	0	0
      2101	2026-01-09 7:13:04	3	255	1	0
      4091	2026-01-09 7:20:07	3	255	1	0
      4385	2026-01-09 7:21:57	3	255	1	0
      2266	2026-01-09 7:22:01	3	255	1	0
      2266	2026-01-09 7:22:07	3	255	1	0
      2303	2026-01-09 7:22:15	3	255	1	0
      2303	2026-01-09 7:22:16	3	255	1	0
      7024	2026-01-09 7:31:57	3	255	1	0
      2930	2026-01-09 7:41:59	3	255	1	0
      2088	2026-01-09 8:0:31	3	255	1	0
      2224	2026-01-09 8:0:39	3	255	1	0
      2003	2026-01-09 8:1:02	3	255	1	0
      1083	2026-01-09 8:1:27	3	255	1	0
